rating,urlDrugName,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,combinedReview
10,armour-thyroid,Highly Effective,No Side Effects,hyhpothyroidism,"weight loss, increased energy, better outlook on life, decreased anxiety, no longer have panic attacks, no longer feel depressed and in general feel happy and more content with life. My energy level has sky rocketed and my ability to be mentally focused is much better. My TSH went from 6.29 to .6. My T3 and T4 uptake are within the normal ranges.",I did not have any treatment side effects.,"I went in for a routine check up and mentioned feeling tired and anxious and asked if I could have my hormone levels checked. It turned out that I had hypothyroidism. I was given a choice of Synthroid or Armour thyroid. Based on everything that I had read I wanted to try the Armour. I started on 30 mg. and after about 6 months increased to 45 mg. Every 3-6 months I've had blood work and my TSH level has steadily dropped each time to my current level of .6. I feel better than I have in years. The difference in my mental outlook and energy is incredible. I also avoid soy products, products with fluoride and wait about 2 hours before eating after I take my medicine because I have read that doing these things are beneficial in making the treatment more effective.", loss energy outlook life anxiety have panic feel feel content life energy level ability be .29 .6. t3 uptake have treatment side routine check feeling have hormone hypothyroidism choice synthroid thyroid everything try armour mg. mg. blood work tsh level time level difference outlook energy fluoride wait eating take medicine treatment
10,valium,Highly Effective,No Side Effects,"anxiety, panic disorder",I was given valium to calm me down as I couldn't take anti depressants as they gave me really severe side effects.  I found that the valium quietened my mind and slowed my body down without making me feel heavy or drugged.  It helped me cope with the stresses of every day life but also the stresses caused by my anxiety and panic disorder.  I think that is has a bad reputation possibly because people abuse it but taken as prescribed I find this drug incredibly useful and invaluable in helping me cope with things I wouldn't normally be able to do or cope with.  I get a warm feeling as it goes into my blood all the way down to my toes. I feel relaxed and happy and don't have any side effects whatsoever.  However it does make me feel a little sleepy for about half an hour after it starts working...which is actually a nice feeling when you're nervous and then I just feel relaxed.,"I didn't have any side effects at all.  But it does make me sleepy for a little while in higher doses when it first starts working (YES, I can actually feel when it starts)","I started having panic attacks in different places until my world became very restricted.  A doctor prescribed Valium and it helped.  I have still got worse over the years but valium still helps me cope with things like that I wouldn't normally be able to do at all, like shopping, going to the dentist, or out in public.  I feel valium has had a very bad write up...mainly I feel through abuse.  I've taken it most of my life and never took more than I was told to.  In fact I was so afraid it would ""stop"" working that I only took it when absolutely necessary.  This means that although I have taken it most of my life in larger or smaller doses, it still works for me and gets me though the hard times.  I don't think I have ever tried a drug that has helped me cope as well as this one has.  I hope it never gets taken off the market.  I currently take half a 5 mg tab when I have to do something I consider difficult, only taking the other half after assessing if one half is enough.  I hardly ever take more than one in a day and hardly ever more than two tabs in a week....sometimes a month.  Depending on my commitments.", i valium calm take side found valium mind body feel cope day life anxiety disorder think reputation drug be do cope get feeling blood way feel have side make feel sleepy hour feeling feel have side make sleepy while feel panic world doctor valium valium cope be do dentist feel valium write abuse i life fact stop life think have drug cope one hope market half do something consider half half take day week month
10,niaspan,Considerably Effective,Mild Side Effects,high cholesterol,"Bystolic.significant lowering of dyastolic, systolic pressures and pulse rate..lower anxiety levels
Niaspan..over period of one year, lowered LDL cholesterol levels by 100 points","Bystolic..initially mild insomnia and sleepiness during the day...these symptoms alleviated over time
Niaspan..flushing of skin therefore this time-release tablet must be taken at night with a light snack...1/2 cup of applesauce helped to control symptoms","Bystolic.one tablet at bedtime...not necessary to take medication with a lot of water in order for it to be effective
Niaspan..2 750mg tablets at bedtime with full glass of water and 1/2 cup applesauce", lowering anxiety period year cholesterol sleepiness day time niaspan..flushing skin tablet be night snack cup applesauce control bystolic.one tablet bedtime take medication lot water order be mg bedtime glass water cup applesauce
10,lamisil,Highly Effective,Mild Side Effects,toe-nail fungus,"Although it is essential to take the medication for the full 90 days, after one week I noticed that the skin on my affected foot was looking much better. I had years of tough, thick, dry, flaky skin on my heel and pads under my toes. As each week passed, this condition continued to improve. Almost from day one I did not experience any itchy toes or feet. At the end of the 90 days, I could see healthy nails growing up from the cuticle, although it will take several more months for the entire toe-nail on each affected toe to grow long enough that I can cut away the damaged nail.","The first few days (maybe three)of taking the drug I was a bit headachy and then experienced some mild stomach upset. After that, I was fine with no further issues.
A positive side effect was that after the treatment was over I noticed that the skin on my legs was very smooth. Previously I had rough, scaly skin which I just thought was dry skin, though I could never rid myself of it. But I guess it was part of the whole problem because now the skin is beautiful.","I had been having regular doctor check-ups and am healthy.

During the 90 days, I was told to take the drug once per day and to also use lamisil cream on my feet every day.
About mid-way through, the doctor ordered a test for my liver, which came out fine.
Once the treatment was complete, my doctor suggested that I take one pill every month and use the cream on my feet twice per week.", take medication week skin foot thick flaky skin heel week condition improve day experience itchy end see cuticle take toe-nail toe grow cut nail drug stomach upset side effect treatment skin legs scaly skin skin though rid guess part whole problem skin doctor check-ups take drug day use cream day doctor test liver fine treatment doctor take pill month use cream week
10,lamisil,Highly Effective,No Side Effects,fungal toenails,Clearup of infection and regrowth of nails,"Basically none, but the doctor warned of possible liver damage, and suggested liver function checked before commencement.","After failure of several topical treatment, this medicine was the only choice offered.  Regrowth of 1/4 great toenail was observed after 4 weeks. At the end of the 12-week treatment, half of the toenail grew back to normal. The doctor advised stopping the treatment at the point.", clearup infection regrowth doctor liver damage liver function commencement failure treatment medicine choice regrowth toenail end treatment half toenail doctor treatment point
10,triamcinolone,Considerably Effective,No Side Effects,skin exema,"My therapist prescribe this cream, as I develpe dark sport on my skin on the back  from exema. The sport were itchy so I couldn't sleep well and they turned dark due to post-inflammatory hyper pigmentation.
I am still using the cream but it effectively eliminated any itching and dark sport  reduce in size and became lighter.
In fact, my therapist later prescribed a more potent cream, betamethasone dipropionate 0.05%, but I felt that the first one was more effective in my case.",none,I used 0.1% cream three times daily on clean skin for one month, therapist prescribe cream develpe dark sport skin back exema sport sleep pigmentation cream itching sport reduce size fact therapist cream betamethasone dipropionate % one case none % cream skin month
10,valtrex,Highly Effective,No Side Effects,herpes cold sores around mouth and nose,"When I feel or see the signs of a cold sore coming, I take the valtrex and it is gone without a trace within 24 hours.",none,"You need to take the valtrex immediately after feeling the start of a sore for maximum effectiveness.  If you wait until you have a red lump or blister, the valtrex will speed the healing, but will not eliminate the sore, which may last 7-10 days.", feel see sore take valtrex trace none take valtrex start sore effectiveness lump blister valtrex speed healing eliminate sore
10,lamisil,Highly Effective,No Side Effects,fungus on big toes,Noticed a difference in a month,"Nauseated once or twice, other than that, nothing.","Take 1 pill a day for a week every three months. Finished with April and July.
April
July - Fungus has grown out halfway
October
January - At the rate it is moving, should be completely gone by January

After seeing the doctor in July, he said if it wasn't moving, he was going to increase dosage, but thankfully, it is moving.", difference month nothing take pill day week april july april fungus rate be january doctor july increase dosage
10,acyclovir,Highly Effective,Mild Side Effects,hsv1,Immediately ameliorated symptoms and extremely efficacious when used prophylactically,Occasional mild gastrointestinal irritation when using a high dose (4000 mg),"I take 800 mg of acyclovir at the first sign of tingling along lips or tip of nose. I've found this prophylactic approach to be most efficacious if I dose at 800 mg for a day or two subsequently. In doing so, I've reduced hsv1 outbreaks from one a month to one a year. If I do get an outbreak, I dose 4000 mg per day (800 mg apprx every 2-3 waking hours) for four days then taper to 800 to 1600 mg per day for two to three more days with excellent results. If I begin dose after an outbreak has initiated, it is immediately arrested from worsening though it still will go through it's viral cycle remaining at a very small scale as long as I continue treatment as described above.", irritation dose mg mg acyclovir sign tip nose i approach be mg day month year get outbreak dose day mg apprx -3 mg day outbreak go cycle scale continue treatment
10,wellbutrin-xl,Considerably Effective,No Side Effects,depression,Marked adjustment in level of depression within one month. Continued benefits through following years of usage.,No side effects were experienced.,Wellbutrin XL was used in conjunction with talk therapy to great effect. Dosage has been maintained over the years with frequency of talk therapy decreasing and alleviation of depression has been maintained., adjustment level depression month usage side wellbutrin xl conjunction talk therapy effect dosage frequency talk therapy decreasing alleviation depression
10,tazorac,Highly Effective,Mild Side Effects,adult onset acne,"The drug cleared the acne.  In addition, it peeled away old skin at the site.  I used it over small wrinkles and skin lines (without doctor's knowledge).  I was pleased with the results over small skin lines.  These dissapeared or diminished.  The product does not work over face parenthesis or deep wrinkles.  It appeared to me that skin's tone also improved.  The skin also developed a healthy shine.",The side effects as reported are skin redness and sun sensitivity.  I experienced both.  Always use this product with a sun screen or you will burn 10X faster. The product should be used as directed and a little goes a long ways.  I used too much at the beggining (I also left on the product during the day) and my skin got really irritated and peeled.,The product was to be used at bedtime.  To leave on all night and wash in the morning.  The treatment was to continue until acne resolved then use as needed., drug acne addition skin site skin doctor knowledge product work parenthesis skin tone skin shine side redness sensitivity use product screen burn product be beggining i product day skin product be bedtime leave night wash morning treatment continue use
10,reglan,Highly Effective,No Side Effects,delayed gastric emptying-nausea,It worked great! I would not be nauseated at all and could eat and have energy all day.,"none, but the doc stopped it as I started needing it less, aid there would be too much risk of weird symptoms.  I still miss it and wish I could have it back.  But I am not as sick or as often I was.  It was just stress and a job change helped also.","I took in the am when nauseated, I would take again if needed but after a while it worked all day for me.  I took as little as possible as I am not a big pill taker", be eat have energy day none doc aid be risk weird miss wish have stress job change take day pill taker
10,valium,Highly Effective,No Side Effects,anxiety,help me sleep better and makes me calm down when I'm depress,have no side effect at all,"Valium helps me with sleep and anxiety but Xanax is much better in both sleep and anxiety, valium is a long term acting medication and when you wake up in the morning you still feel sleepy and tired, where as xanax its a short term sleeping medication and when you wakeup in the morning you feel great and not sleepy, they both work good but i personally perfer xanax, I usually order them from medsheaven at www.medsheaven.com", help sleep calm depress side effect valium sleep anxiety anxiety valium term medication morning feel xanax term medication morning sleepy order www.medsheaven.com
10,norvasc,Highly Effective,No Side Effects,hypertension,lowered blood pressure to within normal limits,none that I am aware of,took one 5mg tablet daily in the am, blood pressure none mg tablet
10,innofem,Highly Effective,No Side Effects,cold chills and hot flashes,Estradiol has almost completely eliminated the alternating cold chills and hot flashes that I was experiencing.  The full effect of the drug was derived within three days of beginning treatment with Estradiol.,There have been no unpleasant side effects of Estradiol that I could ascertain.,"I take one tablet (1 mg) of Estradiol daily, at bedtime.", estradiol effect drug treatment estradiol side estradiol ascertain take tablet mg bedtime
10,skelaxin,Highly Effective,No Side Effects,muscle spasm,"It relaxed the spasm's in my back and neck, if not completely, at least  by 50-70 percent.  The best thing about this drug is that you can take it at work or during the day, and it does not make you drowsey or loopy.","I experienced no side effects, other then the expected outcome, which was releif of the muscle spasam.","I take this drug only as needed, when my back or neck feels tight or in spasam.  It is perfect for the weekend warrior, or someone who has occassional muscle soreness and tightness.", spasm back neck percent thing drug take work day make drowsey loopy side outcome releif muscle spasam take drug back neck spasam weekend warrior someone muscle soreness tightness
10,zyrtec,Highly Effective,No Side Effects,allergic rhinitis,"no watery itchy eyes, no runny stuffy nose. no sneezing. Normally my eyes are sticky and itchy and I sneez unconrtoallably. Also y nose woudl get completely stuffy and drip water constantly.",I had no drowsiness or hyper feelings. I felt completly normal.,Very easy...just take once a day with water. It worked for 24 hours. It was small and east to swallow as well., watery itchy stuffy nose sneezing water drowsiness take day water swallow
10,lipitor,Highly Effective,No Side Effects,high cholesterol,"The daily itchy throat and coughing spells have stopped.  I no longer have to carry cough drops with me for daily attacks.  I can now visit my children's homes who have cats and dogs.  Before taking this medication, cats caused sever asthma, itchy eyes, nasal congestion.  Taking a regimine of singular every day, prevents these symptoms upon interaction with cats.  Prior to taking singular, exposure to a home with dogs caused symptoms similar to flu..achiness, rhinitis, sneezing and runny nose.  After singular...symptom free.  My doctor advised that there is no risk in taking the medication long term, so I plan to continue its prophylactic effect.","Dry nasal passages are the major side effect.  This is no so bad, since I use a nasal moisturizer to help with this side effect.  I do notice that when I take singular at bedtime I experience tingling in my legs, and when I don't take it, there is none...so this may be a possible side effect.  I experience dry lips, but not sure if that is a result of taking singular.","Not sure what this means...I am surprised and happy with prevention of allergy symptoms.  I see my allergist once a year to be sure that it is safe and can be taken with other meds.  He  asked if I wanted to discontinue it, since I was doing so well, and I said no...only if there is a risk with long term usage.  He said there was no risk.", itchy throat have carry visit medication congestion regimine day interaction exposure home flu..achiness rhinitis sneezing runny doctor risk medication term continue effect nasal side effect use moisturizer help side effect do take singular experience tingling take none be side effect experience result i prevention allergy see allergist year be be discontinue risk term usage risk
10,lamictal,Highly Effective,No Side Effects,seizure disorder,Total seizure control; however occasional auras continue,none,"I have seizure disorder; for years I took Dilantin which was partly effective but not entirely and has some side effects.  Several years ago a new doctor wanted to change me to Trileptal.  The experience was not good - a major seizure while he was experimenting with the dosage; dizzy spells came over me in the morning, sometimes during my commute.  Later the doctor switched to Lamictal.  I have been on Lamictal for several years now with no seizures and no side effects, with the occasional 'aura' (something like a headache that in the past has sometimes been a precursor to a seizure).
I do not know the efectiveness of the new generic equivalent.", seizure control none seizure disorder dilantin side doctor change trileptal experience seizure dosage morning commute doctor lamictal lamictal side 'aura something headache past precursor seizure do know efectiveness equivalent
10,zyprexa,Highly Effective,No Side Effects,schizoaffective disorder,"my experience with zyprexa has been very positive. it really saved my life.
i am able to think very clearly now.","none with only one exception, orthohypotension","i became very depressed in 1986 and very suicidal then, experiened a mixed state. iwas very sick for the next 2 years and very angry. for some reason of its own the illness went into total remission. i had a relapse in 1991 and spent 3 months in a state hospital. i was on stelazine then prolixin i developed td and tried on risperddal it was ineffective. in 1997 i was put on zyprexa it kept me out of the hospital for 13 years all i can say is that zy prexa has made me feel so alive.", experience zyprexa life think none exception orthohypotension state reason illness remission state hospital stelazine prolixin td risperddal zyprexa hospital say zy prexa feel
10,combipatch,Highly Effective,No Side Effects,menopause,"Patient complaints prior to drug were menopause related. Inability to sleep, hot flashes, night sweats, lack of concentration (which may have been intensified by lack of sleep), loss of elasticity in the skin. Although the use of the patch has not helped improve my skin (I didn't expect it to) almost immediately sleep was restored, night sweats stopped, and concentration ability returned, although not as completely as pre-menopause.","The package insert warns of serious side effects such as breast cancer, cancer of the uterus, stroke, heart attack, blood clots and dementia. I had been one determined to go through menopause without the use of any hormones. However, after trying every over the counter, holistic, and wives tale cure for 5 years with no success, I wanted RELIEF. After consulting every possible option, weighing the side effects of each one carefully, the CombiPatch was the one settled upon.  
    I am pleased to say I haven't had one side effect of the drug beyond a sticky spot left by the patch's adhesive. Granted, it has only been 6 months since beginning treatment but the benefits and quality of daily life restored have far outweighed the risks.","It is, to my understanding, the smallest dosage available at 50/250 and my doctor suggested I even try applying once, rather than twice per week to see if that was enough to handle my symptoms. It was. The patch is so easy. I only have to remember once per week to change it. And on the rare occasion I forget, the patch loses some of its stickiness and reminds me! Honestly, for any woman truly suffering from constant problems like mine and don't fall into a high risk category, I would wholeheartedly recommend the patch.", patient drug inability sleep night concentration have lack sleep loss elasticity skin use patch improve skin i expect night concentration ability pre-menopause package side breast cancer cancer stroke heart attack blood dementia go menopause use counter cure success relief option side combipatch one upon say side effect drug spot patch adhesive treatment quality life dosage /250 doctor try week see handle patch remember week change occasion forget patch stickiness woman mine fall risk category recommend patch
10,imitrex,Highly Effective,Mild Side Effects,migraine headaches,migraine headache would stop,"dizzy, palpitations","I have taken both the shots and the pills (separately) and they both worked well.  I would need to take the pills before getting sick to stomach, because if after, I could not keep pills down.  The shot worked regardless of when I took it.", migraine headache stop dizzy need take stomach keep shot
10,flexeril,Highly Effective,Mild Side Effects,migraine/tension headaches/sleep,"Well, It made me relaxed during the day, and sometimes be able to be calm. It helped my headaches a lot. I would rate it as a 9 or 10. I would recommend this drug definately!",Dry mouth and sometimes restless legs.,"I was to take 10mg three times a day for headaches as needed. My doctor said if it works, I can stay on it. I recently decided to get off narcotics and this is a good medicine to take.", relaxed day be be lot rate recommend drug mouth take mg day doctor stay get medicine take
10,neurontin,Considerably Effective,Mild Side Effects,neural pain,"Addition of neurontin reduced overall pain severity at the neuropathic injury site (R cervical spine), and appeared to lessen a qualitatively different component of the pain to that helped by tramadol. Combination of tramadol and neurontin in carefully tested comination (to suit patient) brought best pain result to date (injury 26mo prior).","Possible dizziness and fatigue, but this is unclear. Both symptoms were present prior to the injury, but were mild, and have worsened with the addition of each of the three medications. Patient also has a secondary depression following the injury, which combined with the injury itself also confound a clear attribution.","Added 300mg b.i.d. on gradual increase to 1200mg daily, but found 900mg was sufficient.", addition neurontin pain severity injury site spine lessen component pain tramadol combination tramadol neurontin comination suit patient pain result date injury dizziness fatigue injury addition patient depression injury injury attribution mg b.i.d increase mg mg
10,requip,Highly Effective,Mild Side Effects,restless legs,Oh my gosh I am in heaven I have suffered with restless legs for 20 years reallyA little nauseau when I first started bad. I was up walking the floor every nite at least 5 to 10 times a nite.  To me it is a miracle.  I have not had any restless legs since I started.,I had a little feeling of nausea in the beginning,I take 2 pills about 1 to 2 hours before bedtime., gosh heaven nauseau floor nite miracle have legs feeling nausea beginning take bedtime
10,synthroid,Considerably Effective,No Side Effects,hypothyroid,"Increased energy; I happened to be without the drug for one week, and felt absolutely terrible - like I was completely knocked down.",no side effects that i can remember.,"The doctor ran a series of blood/chemical tests - thyroid, testosterone and DHEA levels. All were somewhat low, the synthroid in particular. We've started out with fairly low levels of each.", energy be drug week like side remember doctor series thyroid testosterone dhea synthroid
10,actonel,Considerably Effective,No Side Effects,osteoporosis,The treatment is to slow down or reverse to some degree of osteoporosis. no side affects from taking medicine.  have not had a bone scan to evaluate any change in my bone loss.,"there have been no side affects. do not feel any change in moods, etc.",taking 1 pill per week for the rest of my life., treatment slow reverse degree osteoporosis side medicine have evaluate change bone loss side feel change pill week rest life
10,allegra,Highly Effective,No Side Effects,severe allergies,"Almost immediate relief of allergy symptoms, freer breathing",None,"I suffered from severe allergic reactions to almost all allergens.  My nasal passages would constrict & I could not breathe through my  nose.  As a result, my sinuses would clog up & I would experience severe sinus headaches.  Taking this medication only as needed -- when I began to first experience the severe symptoms -- has actually seemed to decrease my symptoms overall.  I don't need to use the medication as often as I did when I first began taking it.  In fact, my original prescription was filled 4/8/2007 for a quantity of 30 and I still have four pills left!", relief allergy none constrict breathe nose result clog experience sinus medication experience decrease need use medication fact prescription /8/2007 quantity have
10,advair-hfa,Highly Effective,No Side Effects,asthma,"Once I started using the inhaler it greatly reduced night time waking with asthma symptoms. Early morning breathing became easier instead of tight breathing.  My use of a rescue inhaler specifically, Proventil, was cut down from several times a night to usually 0. I only use my rescue inhaler occassionally now instead of routinely.  My life has changed with Advair, I highly recommend it!","When I first started it, I noticed a little bit of nervousness, this only lasted a few days, and with continued use, I am no longer having any side effects.  I have never experienced any of the lung infections the package insert speaks of, nor have I ever had sudden asthma symptoms after using the Advair Inhaler.",One inhalation of the Advair Inhaler in the morning and one again at bedtime., inhaler night time asthma morning breathing breathing use rescue inhaler night use rescue inhaler life advair recommend bit nervousness use side have lung package speaks asthma advair inhaler inhalation advair inhaler morning bedtime
10,prempro,Highly Effective,No Side Effects,"hot flashes, headaches, fatigue, dry vagina","This is a miracle drug. By day 3, the hot flashes stopped. I was able to sleep through the night again. The 2 month long headache disappeared. I have more energy and feel like my old self again. My brain function is much improved. No more dizziness, memory loss and the depression is gone. Also I have an increased libido and vaginal moisture returned.",Slight swelling of my breasts.,"I went to my doctor for severe headaches, hot flashes and sleep disturbance as well as fatigue. He took a FSH bloodtest and it revealed I was in menopause. He prescribed Prempro and everything was right again.", drug day sleep night month headache have energy feel self brain function memory loss depression libido moisture swelling doctor disturbance fatigue fsh bloodtest menopause everything
10,vicodin,Highly Effective,No Side Effects,pain,Reduced pain ability to move about with better ease and comfort.,drowsiness dry mouth sleeping more comfortably euphoria light sensitivity reduced hunger irritability dependance on narcotics to feel comfortable after 30 days had to be weaned off drug,take a pill 4 times a day until pain stops excersize lightly until muscles can rebuild and provide easier movement and flexibility, pain ability move ease comfort drowsiness mouth euphoria sensitivity hunger irritability dependance feel be drug take pill day pain rebuild provide movement flexibility
10,mobic,Highly Effective,No Side Effects,arthritis,"Pain reduction, increased mobility and range of motion.  The difference between how I feel with and without Mobic is astonishing.  Unfortunately, if I take this drug for more than six months straight, it begins to lose effectiveness.  Thus, I now save it for situations where I absolutely need it:  travel, sports, etc.",None.  My only complaint is that it loses effectiveness when taken over a period of time.,"Took once a day, always with food to protect my stomach.", pain reduction mobility range motion difference feel mobic take drug lose effectiveness need travel etc none complaint effectiveness period time day food protect stomach
10,tenormin,Highly Effective,No Side Effects,high blood pressure,"my blood pressure decreased from a high pressure, approximately 150/110 to a normal blood pressure of 115/70.",No side effects that I've experienced. Because it is a beta blocker it reduces my heart rated during exercise.,Drug was prescribed 100 mg in the morning for high blood pressure due to chronic kidney failure. Combined with an evening dose 0f 5 mg of enalapril my blood pressure has been lowered to a normal pressure of approximately 115/80., blood pressure pressure blood pressure /70 side blocker heart exercise drug mg morning blood pressure chronic kidney failure evening mg blood pressure pressure
10,prilosec,Highly Effective,No Side Effects,gerd,Acid reflux ceased to exist when taking Prilosec.,I have had no side effects from Prilosec.,It's pill you take 20 minutes before eating breakfast.  It stops the acid from the stomach backing up into the esopogus., acid reflux exist prilosec have side prilosec pill breakfast acid stomach esopogus
10,remeron,Highly Effective,Mild Side Effects,greater depression,Depression has cleared up quite miraculously.,Eating too much - no sense of when to stop. Slight antihistamine feel.,"I had been on Celexa for two years, and noticed a major change in my libidio and concurrent diminishment of feeling in my sexual parts.  As I am married I started taking Cialis to maintain an erection, and it worked fine, however, Cialis didn't make me feel any more during lovemaking, and the whole topic increased my depression and worry. I didn't wish my wife to find out I took Cialis because I love her dearly and didn't want her to think my sexual feelings were drug induced.  

I searched the internet for non-SSRI antidepressants with little or no sexual side effects.  I talked to my psychiatrist about Mirtazapine and he was fine with taperinf me off of the Citalopram. Within days of decreasing the Citalopram I felt so much smarter. The Mirtazapine has really allayed the depression and most of my anxiety.  I do also take Buproprion and the two things do seem to allay depression and anxiety.

I definitely recommend trying Mirtazapine if you're depressed, especially if you either hate SSRIs, or haven't founnd anything else which works. It doesn't really have such bad side effects. And my dreaming has become really interesting. I actually can't wait to go to bed now.  I did have a nightmare the first night I took it, but not since then. Instead I have had all sorts of dream desire fulfillment, and it's odd how much that can make you feel more resourceful for the rest of your day.

I also wasn't able to work for the last two years because of moodiness and benzodiazpine use for anxiety and sleep.  Now I have cut out all thosoe medications and I really do feel much better.  Eating too much does seem to be an issue. I eat so much sometimes that I can't breate. That part is going to demand some serious self - control.", depression sense stop antihistamine feel celexa change libidio diminishment feeling cialis maintain erection cialis make feel lovemaking topic depression worry wish wife find cialis want think drug internet side psychiatrist mirtazapine citalopram citalopram smarter mirtazapine depression anxiety do take buproprion seem allay depression anxiety recommend mirtazapine ssris anything have side dreaming wait go have nightmare night have dream desire fulfillment make feel rest day work moodiness benzodiazpine use anxiety sleep do feel seem be issue eat breate part demand control
10,sumatriptan,Highly Effective,No Side Effects,maigrains,ceasation of maigrain. The drug provides relive within half an hour of having been administered and prevents further symptomps,there are no aparent side effects from the use of this drug,"1 pill to be taken with onset of attack. If the attack has already started and the treatment cannot be reached within the first 5 hours of the attack, a further dose of the drug may be required", ceasation maigrain drug hour side use drug pill be onset attack attack treatment be attack dose drug be
10,retin-a-micro,Highly Effective,Moderate Side Effects,adult acne,The treatments stopped my monthly acne breakouts.  This allowed my skin to heal and broke the breakout cycle.  My skin has not wrinkled as fast as my friends of the same age.,"At first I had dry skin. I used it every other day rather than every day until my skin adjusted.  Other than the initial dry, peeling skin, I had no side affects.","I applied the Retin-A to my face every night.  At my dermatologists suggestion, I did not wash my face before applying the cream.  As mentioned above, when I first started treatment, I used the product every other day until my skin adjusted to the Retin-A micro", acne skin heal breakout cycle skin age skin day day skin peeling skin side retin-a face night suggestion wash face cream treatment product day skin micro
10,ambien-cr,Highly Effective,No Side Effects,sleeplessness,"This drug has done wonders to help me get the much needed rest I have needed.  Before I started taking this drug, I spent many nights not receiving the rest I needed.  I have not experienced any negative side effects of this drug.  It works quickly, within half an hour and I have been able to stay asleep throughout the night.",None,"This drug is taken shortly before bedtime, as needed.", drug help get rest drug rest have side drug hour stay night none drug bedtime
10,hydrocortisone,Highly Effective,No Side Effects,eczema,This cleared up severe cracking and bleeding on hand. I have managed to avoid the condition for many months due to proper moisturization.,"there were none, but I was warned that overusage could thin the skin.",I was instructed to apply to affected area in the morning on  slightly damp skin.   I was to reapply a couple more times a day (especially after hand washing).  And to keep skin constantly moisturized., cracking bleeding hand have avoid condition moisturization none overusage thin skin apply area morning skin reapply couple day hand keep skin
10,levora,Highly Effective,Mild Side Effects,birth control pill,"The pills regulated my menstrual cycle and reduced the occurance of cramps (so severe that I was often bed ridden). Other birth control pills that I had taken previously had undesirable side effects, such as weight gain, which I have not experienced with Levora.","I have headaches, and occasionally migraines, during my menstruation.","One pill, once a day, preferably around the same time.", cycle occurance ridden birth control side weight gain have menstruation pill day time
10,glucophage,Highly Effective,No Side Effects,insulin resistance,"I experienced weight loss, improved insulin sensitivity, increased energy and decreased carbohydrate cravings during the course of the day.",I did not experience any side effects from taking this medication.  I did have an occasional problem with some abdominal pain but it was not significant and went away on its own.,I took 1 (one) 750 mg pill once a day taken in the morning., i loss sensitivity energy carbohydrate course day experience side medication have problem pain mg pill day morning
10,singulair,Highly Effective,No Side Effects,severe non-allergic bronchitis and cough,"Nearly complete resolution of severe intractable cough and mucus obstruction of bronchi, which had been resistant to multiple treatments including inhalers, oral high dose prednisone, and antihistamines.",No adverse side effects.,"After reading the blogs, it's certain that we are all very different in our responses to treatment.  I had failed all the standard treatments, including high oral doses of prednisone.  I was facing a life on a ventilator with a tube in my throat.  Within a few days of starting this medication, I could breath. Actually breath.  You who have had severe asthma know how wonderful air can be. Within a week, I went for a walk.  Hadn't been able to for almost a year. No depression. Actually, I feel pretty darned happy.", resolution cough mucus obstruction bronchi dose prednisone side treatment prednisone life ventilator tube throat medication breath breath air be week walk year depression feel
10,prednisolone,Highly Effective,Mild Side Effects,"sle (lupus), rheumatoid arthritis","Severe pain in entire body was gone, and I mean GONE.  I felt like I was a little kid again, able to do anything.  I also had increased energy.",Slight weight gain.,"I take this medicine on and off, usually for a duration of about two months on a very low dosage.", pain body mean kid do anything energy weight gain take medicine duration dosage
10,zyban,Highly Effective,Mild Side Effects,smoking cessation,"The drug did exactly what it was supposed to do.  It completely eliminated all nicotine cravings leaving only the psychological aspect to worry about.  So if I kept myself busy, the thought of smoking would never even enter my mind.","For the first week or so, I was slightly hyperactive and had some trouble sleeping.  That problem went away with some adjustment in the time I took the drug as well as with my bodies assimilation of the drug.  I also had a mildly bad taste in my mouth.  That too faded away.","I expressed to my doctor a desire to try this drug to quit smoking.  She prescribed it to me and I began taking it shortly thereafter.  Before my 2 week quit date had even arrived, I noticed a marked decrease in nicotine withdrawl episodes.  I just didn't need to smoke.  I found I was started to smoke only when I thought I ""should"" - after dinner, right before bed and other habitual times.  Once I stopped smoking all together, it was a relief to only have to battle my habits and not the withdrawl effects of nicotine as well.", drug do aspect worry thought mind week trouble sleeping problem adjustment time drug assimilation drug taste mouth doctor desire try drug quit smoking week quit date decrease withdrawl need smoke found smoke dinner right bed relief have battle nicotine
10,lamotrigine,Highly Effective,Mild Side Effects,bipolar 2-extreme moods swings,"My miracle drug!! I have suffered for years with extreme mood swings, depression, and bulimia. It was several months ago that I was diagnosed with bipolar 2-I was immediately prescribed Lamictal-I didn't really notice a difference so my dr. upped it to 150mg. It has worked wonders! I am so proud to say that I am happy and I haven't felt this elation in years! I can actually stay awake during the day, I have the drive to exercise, my labido is back(sure did miss that), almost no mood swings at all and most importantly I feel like a mother again! I have 3 beautiful little girls that I can hug, kiss, and love again!! I feel like crying-in a good way-everytime I think about how happy I am! My only fear is wondering how long this will last-I can only pray this will last forever.","The only side effects I have (I consider 2 of these not even side effects at all)headaches, staying asleep at night, weird fever like feeling, increase in sexual drive and weight loss. All are tolerable considering the benefits.",150 mg a day-taken before bedtime, drug have mood depression bulimia -i lamictal-i difference dr. mg. say elation stay day drive exercise labido sure miss mood mother have hug love feel way-everytime fear last-i pray side consider night fever increase drive loss bedtime
